model	subword_pooling	layer_pooling	task	dev_acc	test_acc
mBERT	first	10	person_verb	0.6417910447761194	0.6517412935323383
mBERT	first	10	person_verb	0.6567164179104478	0.6417910447761194
mBERT	first	10	tense_verb	0.895	0.83
mBERT	first	10	tense_verb	0.89	0.83
mBERT	first	10	tense_verb	0.895	0.85
mBERT	first	10	verbform_verb	0.935	0.96
mBERT	first	10	verbform_verb	0.93	0.965
mBERT	first	10	verbform_verb	0.94	0.95
mBERT	first	11	case_noun	0.3796296296296296	0.3333333333333333
mBERT	first	11	case_noun	0.4027777777777778	0.3333333333333333
mBERT	first	11	case_noun	0.3796296296296296	0.3240740740740741
mBERT	first	11	degree_adj	0.895	0.9253731343283582
mBERT	first	11	degree_adj	0.89	0.9203980099502488
mBERT	first	11	degree_adj	0.91	0.9203980099502488
mBERT	first	11	mood_verb	0.63	0.61
mBERT	first	11	mood_verb	0.61	0.62
mBERT	first	11	mood_verb	0.625	0.63
mBERT	first	11	number[psor]_noun	0.885	0.855
mBERT	first	11	number[psor]_noun	0.89	0.855
mBERT	first	11	number[psor]_noun	0.885	0.845
mBERT	first	11	number_adj	0.905	0.855
mBERT	first	11	number_adj	0.895	0.87
mBERT	first	11	number_adj	0.905	0.85
mBERT	first	11	number_noun	0.92	0.885
mBERT	first	11	number_noun	0.925	0.9
mBERT	first	11	number_noun	0.91	0.81
mBERT	first	11	number_verb	0.875	0.775
mBERT	first	11	number_verb	0.885	0.79
mBERT	first	11	number_verb	0.9	0.78
mBERT	first	11	person[psor]_noun	0.7960199004975125	0.7910447761194029
mBERT	first	11	person[psor]_noun	0.7860696517412935	0.8059701492537313
mBERT	first	11	person[psor]_noun	0.7960199004975125	0.8109452736318408
mBERT	first	11	person_verb	0.6616915422885572	0.5920398009950248
mBERT	first	11	person_verb	0.6915422885572139	0.6417910447761194
mBERT	first	11	person_verb	0.6616915422885572	0.6368159203980099
mBERT	first	11	tense_verb	0.87	0.82
mBERT	first	11	tense_verb	0.875	0.795
mBERT	first	11	tense_verb	0.875	0.81
mBERT	first	11	verbform_verb	0.91	0.955
mBERT	first	11	verbform_verb	0.915	0.96
mBERT	first	11	verbform_verb	0.905	0.945
mBERT	first	12	case_noun	0.2962962962962963	0.2777777777777778
mBERT	first	12	case_noun	0.2824074074074074	0.25
mBERT	first	12	case_noun	0.2731481481481481	0.25
mBERT	first	12	degree_adj	0.9	0.9004975124378108
mBERT	first	12	degree_adj	0.89	0.9004975124378108
mBERT	first	12	degree_adj	0.89	0.8955223880597015
mBERT	first	12	mood_verb	0.555	0.61
mBERT	first	12	mood_verb	0.58	0.61
mBERT	first	12	mood_verb	0.54	0.57
mBERT	first	12	number[psor]_noun	0.825	0.835
mBERT	first	12	number[psor]_noun	0.83	0.825
mBERT	first	12	number[psor]_noun	0.83	0.83
mBERT	first	12	number_adj	0.895	0.815
mBERT	first	12	number_adj	0.9	0.815
mBERT	first	12	number_adj	0.895	0.84
mBERT	first	12	number_noun	0.875	0.84
mBERT	first	12	number_noun	0.88	0.845
mBERT	first	12	number_noun	0.88	0.85
mBERT	first	12	number_verb	0.84	0.775
mBERT	first	12	number_verb	0.86	0.755
mBERT	first	12	number_verb	0.855	0.75
mBERT	first	12	person[psor]_noun	0.746268656716418	0.7810945273631841
mBERT	first	12	person[psor]_noun	0.7412935323383084	0.7661691542288557
mBERT	first	12	person[psor]_noun	0.7412935323383084	0.7860696517412935
mBERT	first	12	person_verb	0.6019900497512438	0.5970149253731343
mBERT	first	12	person_verb	0.6119402985074627	0.572139303482587
mBERT	first	12	person_verb	0.6169154228855721	0.5870646766169154
mBERT	first	12	tense_verb	0.88	0.805
mBERT	first	12	tense_verb	0.875	0.82
mBERT	first	12	tense_verb	0.875	0.815
mBERT	first	12	verbform_verb	0.89	0.935
mBERT	first	12	verbform_verb	0.89	0.925
mBERT	first	12	verbform_verb	0.885	0.94
mBERT	first	2	case_noun	0.1111111111111111	0.1064814814814814
mBERT	first	2	case_noun	0.1018518518518518	0.0787037037037037
mBERT	first	2	case_noun	0.0925925925925925	0.0787037037037037
mBERT	first	2	degree_adj	0.685	0.6915422885572139
mBERT	first	2	degree_adj	0.68	0.7014925373134329
mBERT	first	2	degree_adj	0.72	0.6716417910447762
mBERT	first	2	mood_verb	0.355	0.34
mBERT	first	2	mood_verb	0.335	0.36
mBERT	first	2	mood_verb	0.36	0.33
mBERT	first	2	number[psor]_noun	0.645	0.635
mBERT	first	2	number[psor]_noun	0.65	0.62
mBERT	first	2	number[psor]_noun	0.635	0.615
mBERT	first	2	number_adj	0.61	0.565
mBERT	first	2	number_adj	0.595	0.61
mBERT	first	2	number_adj	0.61	0.555
mBERT	first	2	number_noun	0.555	0.495
mBERT	first	2	number_noun	0.56	0.51
mBERT	first	2	number_noun	0.545	0.475
mBERT	first	2	number_verb	0.625	0.545
mBERT	first	2	number_verb	0.58	0.565
mBERT	first	2	number_verb	0.58	0.55
mBERT	first	2	person[psor]_noun	0.5223880597014925	0.4626865671641791
mBERT	first	2	person[psor]_noun	0.5323383084577115	0.4925373134328358
mBERT	first	2	person[psor]_noun	0.5174129353233831	0.4776119402985074
mBERT	first	2	person_verb	0.4427860696517413	0.4179104477611939
mBERT	first	2	person_verb	0.4427860696517413	0.4129353233830846
mBERT	first	2	person_verb	0.3980099502487562	0.3880597014925373
mBERT	first	2	tense_verb	0.62	0.63
mBERT	first	2	tense_verb	0.595	0.625
mBERT	first	2	tense_verb	0.62	0.64
mBERT	first	2	verbform_verb	0.63	0.6
mBERT	first	2	verbform_verb	0.63	0.545
mBERT	first	2	verbform_verb	0.625	0.59
mBERT	first	3	case_noun	0.1296296296296296	0.1018518518518518
mBERT	first	3	case_noun	0.0833333333333333	0.0787037037037037
mBERT	first	3	case_noun	0.1157407407407407	0.1157407407407407
mBERT	first	3	degree_adj	0.82	0.8457711442786071
mBERT	first	3	degree_adj	0.83	0.8358208955223879
mBERT	first	3	degree_adj	0.82	0.8358208955223879
mBERT	first	3	mood_verb	0.515	0.5
mBERT	first	3	mood_verb	0.51	0.465
mBERT	first	3	mood_verb	0.48	0.485
mBERT	first	3	number[psor]_noun	0.715	0.755
mBERT	first	3	number[psor]_noun	0.715	0.74
mBERT	first	3	number[psor]_noun	0.725	0.75
mBERT	first	3	number_adj	0.715	0.605
mBERT	first	3	number_adj	0.71	0.62
mBERT	first	3	number_adj	0.74	0.625
mBERT	first	3	number_noun	0.605	0.565
mBERT	first	3	number_noun	0.61	0.615
mBERT	first	3	number_noun	0.63	0.64
mBERT	first	3	number_verb	0.67	0.61
mBERT	first	3	number_verb	0.665	0.595
mBERT	first	3	number_verb	0.68	0.635
mBERT	first	3	person[psor]_noun	0.582089552238806	0.5124378109452736
mBERT	first	3	person[psor]_noun	0.5920398009950248	0.5323383084577115
mBERT	first	3	person[psor]_noun	0.5870646766169154	0.5024875621890548
mBERT	first	3	person_verb	0.4577114427860697	0.3930348258706468
mBERT	first	3	person_verb	0.4676616915422885	0.5024875621890548
mBERT	first	3	person_verb	0.527363184079602	0.4975124378109453
mBERT	first	3	tense_verb	0.73	0.66
mBERT	first	3	tense_verb	0.72	0.65
mBERT	first	3	tense_verb	0.725	0.665
mBERT	first	3	verbform_verb	0.8	0.815
mBERT	first	3	verbform_verb	0.8	0.805
mBERT	first	3	verbform_verb	0.795	0.795
mBERT	first	4	case_noun	0.162037037037037	0.1342592592592592
mBERT	first	4	case_noun	0.1712962962962963	0.1296296296296296
mBERT	first	4	case_noun	0.1481481481481481	0.1481481481481481
mBERT	first	4	degree_adj	0.84	0.8507462686567164
mBERT	first	4	degree_adj	0.845	0.8656716417910447
mBERT	first	4	degree_adj	0.845	0.8606965174129353
mBERT	first	4	mood_verb	0.505	0.485
mBERT	first	4	mood_verb	0.495	0.505
mBERT	first	4	mood_verb	0.485	0.5
mBERT	first	4	number[psor]_noun	0.75	0.84
mBERT	first	4	number[psor]_noun	0.76	0.85
mBERT	first	4	number[psor]_noun	0.735	0.83
mBERT	first	4	number_adj	0.81	0.78
mBERT	first	4	number_adj	0.815	0.745
mBERT	first	4	number_adj	0.81	0.765
mBERT	first	4	number_noun	0.72	0.655
mBERT	first	4	number_noun	0.725	0.625
mBERT	first	4	number_noun	0.725	0.625
mBERT	first	4	number_verb	0.705	0.71
mBERT	first	4	number_verb	0.72	0.7
mBERT	first	4	number_verb	0.72	0.69
mBERT	first	4	person[psor]_noun	0.6019900497512438	0.5572139303482587
mBERT	first	4	person[psor]_noun	0.6069651741293532	0.5422885572139303
mBERT	first	4	person[psor]_noun	0.6019900497512438	0.5522388059701493
mBERT	first	4	person_verb	0.5771144278606966	0.5422885572139303
mBERT	first	4	person_verb	0.5572139303482587	0.572139303482587
mBERT	first	4	person_verb	0.5522388059701493	0.5472636815920398
mBERT	first	4	tense_verb	0.815	0.745
mBERT	first	4	tense_verb	0.79	0.75
mBERT	first	4	tense_verb	0.81	0.745
mBERT	first	4	verbform_verb	0.815	0.825
mBERT	first	4	verbform_verb	0.815	0.815
mBERT	first	4	verbform_verb	0.8	0.81
mBERT	first	5	case_noun	0.1851851851851851	0.1388888888888889
mBERT	first	5	case_noun	0.1712962962962963	0.1574074074074074
mBERT	first	5	case_noun	0.1481481481481481	0.1527777777777778
mBERT	first	5	degree_adj	0.82	0.8656716417910447
mBERT	first	5	degree_adj	0.835	0.8507462686567164
mBERT	first	5	degree_adj	0.825	0.8656716417910447
mBERT	first	5	mood_verb	0.52	0.535
mBERT	first	5	mood_verb	0.53	0.55
mBERT	first	5	mood_verb	0.54	0.525
mBERT	first	5	number[psor]_noun	0.795	0.81
mBERT	first	5	number[psor]_noun	0.785	0.81
mBERT	first	5	number[psor]_noun	0.785	0.795
mBERT	first	5	number_adj	0.84	0.775
mBERT	first	5	number_adj	0.845	0.805
mBERT	first	5	number_adj	0.855	0.79
mBERT	first	5	number_noun	0.76	0.735
mBERT	first	5	number_noun	0.74	0.72
mBERT	first	5	number_noun	0.75	0.695
mBERT	first	5	number_verb	0.725	0.72
mBERT	first	5	number_verb	0.72	0.725
mBERT	first	5	number_verb	0.725	0.73
mBERT	first	5	person[psor]_noun	0.6119402985074627	0.6069651741293532
mBERT	first	5	person[psor]_noun	0.6268656716417911	0.6169154228855721
mBERT	first	5	person[psor]_noun	0.6019900497512438	0.5970149253731343
mBERT	first	5	person_verb	0.5223880597014925	0.527363184079602
mBERT	first	5	person_verb	0.5970149253731343	0.6069651741293532
mBERT	first	5	person_verb	0.5472636815920398	0.5970149253731343
mBERT	first	5	tense_verb	0.815	0.745
mBERT	first	5	tense_verb	0.82	0.73
mBERT	first	5	tense_verb	0.8	0.72
mBERT	first	5	verbform_verb	0.805	0.82
mBERT	first	5	verbform_verb	0.805	0.825
mBERT	first	5	verbform_verb	0.815	0.815
mBERT	first	6	case_noun	0.2962962962962963	0.3101851851851852
mBERT	first	6	case_noun	0.25	0.3472222222222222
mBERT	first	6	case_noun	0.324074074074074	0.3564814814814814
mBERT	first	6	degree_adj	0.855	0.8706467661691543
mBERT	first	6	degree_adj	0.85	0.9004975124378108
mBERT	first	6	degree_adj	0.88	0.9004975124378108
mBERT	first	6	mood_verb	0.675	0.59
mBERT	first	6	mood_verb	0.67	0.6
mBERT	first	6	mood_verb	0.645	0.57
mBERT	first	6	number[psor]_noun	0.86	0.9
mBERT	first	6	number[psor]_noun	0.86	0.895
mBERT	first	6	number[psor]_noun	0.87	0.905
mBERT	first	6	number_adj	0.915	0.885
mBERT	first	6	number_adj	0.915	0.9
mBERT	first	6	number_adj	0.925	0.9
mBERT	first	6	number_noun	0.85	0.815
mBERT	first	6	number_noun	0.86	0.815
mBERT	first	6	number_noun	0.86	0.82
mBERT	first	6	number_verb	0.845	0.815
mBERT	first	6	number_verb	0.835	0.785
mBERT	first	6	number_verb	0.835	0.8
mBERT	first	6	person[psor]_noun	0.736318407960199	0.7562189054726368
mBERT	first	6	person[psor]_noun	0.7263681592039801	0.7562189054726368
mBERT	first	6	person[psor]_noun	0.7164179104477612	0.7313432835820896
mBERT	first	6	person_verb	0.6616915422885572	0.6318407960199005
mBERT	first	6	person_verb	0.6517412935323383	0.6119402985074627
mBERT	first	6	person_verb	0.6616915422885572	0.6268656716417911
mBERT	first	6	tense_verb	0.85	0.79
mBERT	first	6	tense_verb	0.86	0.735
mBERT	first	6	tense_verb	0.845	0.77
mBERT	first	6	verbform_verb	0.87	0.905
mBERT	first	6	verbform_verb	0.87	0.905
mBERT	first	6	verbform_verb	0.88	0.905
mBERT	first	7	case_noun	0.4027777777777778	0.3888888888888889
mBERT	first	7	case_noun	0.3935185185185185	0.3888888888888889
mBERT	first	7	case_noun	0.4166666666666667	0.4074074074074074
mBERT	first	7	degree_adj	0.905	0.9203980099502488
mBERT	first	7	degree_adj	0.905	0.9104477611940298
mBERT	first	7	degree_adj	0.9	0.9104477611940298
mBERT	first	7	mood_verb	0.7	0.635
mBERT	first	7	mood_verb	0.7	0.64
mBERT	first	7	mood_verb	0.68	0.61
mBERT	first	7	number[psor]_noun	0.95	0.905
mBERT	first	7	number[psor]_noun	0.945	0.905
mBERT	first	7	number[psor]_noun	0.95	0.885
mBERT	first	7	number_adj	0.95	0.915
mBERT	first	7	number_adj	0.945	0.905
mBERT	first	7	number_adj	0.955	0.915
mBERT	first	7	number_noun	0.925	0.84
mBERT	first	7	number_noun	0.925	0.855
mBERT	first	7	number_noun	0.93	0.86
mBERT	first	7	number_verb	0.845	0.805
mBERT	first	7	number_verb	0.855	0.81
mBERT	first	7	number_verb	0.845	0.805
mBERT	first	7	person[psor]_noun	0.7761194029850746	0.7412935323383084
mBERT	first	7	person[psor]_noun	0.7761194029850746	0.7761194029850746
mBERT	first	7	person[psor]_noun	0.7810945273631841	0.7810945273631841
mBERT	first	7	person_verb	0.6965174129353234	0.6915422885572139
mBERT	first	7	person_verb	0.6716417910447762	0.6368159203980099
mBERT	first	7	person_verb	0.6915422885572139	0.6567164179104478
mBERT	first	7	tense_verb	0.88	0.81
mBERT	first	7	tense_verb	0.88	0.795
mBERT	first	7	tense_verb	0.865	0.775
mBERT	first	7	verbform_verb	0.88	0.915
mBERT	first	7	verbform_verb	0.88	0.92
mBERT	first	7	verbform_verb	0.88	0.92
mBERT	first	8	case_noun	0.4305555555555556	0.4074074074074074
mBERT	first	8	case_noun	0.4027777777777778	0.3888888888888889
mBERT	first	8	case_noun	0.4166666666666667	0.4074074074074074
mBERT	first	8	degree_adj	0.905	0.9154228855721394
mBERT	first	8	degree_adj	0.895	0.9154228855721394
mBERT	first	8	degree_adj	0.905	0.9203980099502488
mBERT	first	8	mood_verb	0.67	0.6
mBERT	first	8	mood_verb	0.67	0.54
mBERT	first	8	mood_verb	0.675	0.615
mBERT	first	8	number[psor]_noun	0.925	0.9
mBERT	first	8	number[psor]_noun	0.93	0.88
mBERT	first	8	number[psor]_noun	0.935	0.895
mBERT	first	8	number_adj	0.96	0.895
mBERT	first	8	number_adj	0.96	0.895
mBERT	first	8	number_adj	0.96	0.895
mBERT	first	8	number_noun	0.925	0.885
mBERT	first	8	number_noun	0.925	0.86
mBERT	first	8	number_noun	0.925	0.885
mBERT	first	8	number_verb	0.86	0.8
mBERT	first	8	number_verb	0.865	0.8
mBERT	first	8	number_verb	0.865	0.81
mBERT	first	8	person[psor]_noun	0.7860696517412935	0.7562189054726368
mBERT	first	8	person[psor]_noun	0.7910447761194029	0.7761194029850746
mBERT	first	8	person[psor]_noun	0.7810945273631841	0.7412935323383084
mBERT	first	8	person_verb	0.6965174129353234	0.6766169154228856
mBERT	first	8	person_verb	0.681592039800995	0.6965174129353234
mBERT	first	8	person_verb	0.6965174129353234	0.6567164179104478
mBERT	first	8	tense_verb	0.89	0.87
mBERT	first	8	tense_verb	0.885	0.85
mBERT	first	8	tense_verb	0.89	0.86
mBERT	first	8	verbform_verb	0.91	0.94
mBERT	first	8	verbform_verb	0.92	0.94
mBERT	first	8	verbform_verb	0.9	0.94
mBERT	first	9	case_noun	0.4027777777777778	0.4027777777777778
mBERT	first	9	case_noun	0.4074074074074074	0.4074074074074074
mBERT	first	9	case_noun	0.3935185185185185	0.3981481481481481
mBERT	first	9	degree_adj	0.9	0.9104477611940298
mBERT	first	9	degree_adj	0.915	0.8905472636815921
mBERT	first	9	degree_adj	0.905	0.9004975124378108
mBERT	first	9	mood_verb	0.64	0.65
mBERT	first	9	mood_verb	0.645	0.645
mBERT	first	9	mood_verb	0.655	0.615
mBERT	first	9	number[psor]_noun	0.92	0.895
mBERT	first	9	number[psor]_noun	0.92	0.885
mBERT	first	9	number[psor]_noun	0.925	0.885
mBERT	first	9	number_adj	0.95	0.885
mBERT	first	9	number_adj	0.945	0.87
mBERT	first	9	number_adj	0.95	0.89
mBERT	first	9	number_noun	0.92	0.85
mBERT	first	9	number_noun	0.925	0.885
mBERT	first	9	number_noun	0.925	0.875
mBERT	first	9	number_verb	0.855	0.8
mBERT	first	9	number_verb	0.865	0.775
mBERT	first	9	number_verb	0.85	0.79
mBERT	first	9	person[psor]_noun	0.8009950248756219	0.7810945273631841
mBERT	first	9	person[psor]_noun	0.7960199004975125	0.7512437810945274
mBERT	first	9	person[psor]_noun	0.7910447761194029	0.7810945273631841
mBERT	first	9	person_verb	0.6766169154228856	0.6318407960199005
mBERT	first	9	person_verb	0.6865671641791045	0.6318407960199005
mBERT	first	9	person_verb	0.6865671641791045	0.6268656716417911
mBERT	first	9	tense_verb	0.87	0.83
mBERT	first	9	tense_verb	0.88	0.835
mBERT	first	9	tense_verb	0.87	0.825
mBERT	first	9	verbform_verb	0.91	0.97
mBERT	first	9	verbform_verb	0.915	0.95
mBERT	first	9	verbform_verb	0.915	0.97
mBERT	first	weighted_sum	case_noun	0.3194444444444444	0.3194444444444444
mBERT	first	weighted_sum	case_noun	0.3657407407407407	0.3055555555555556
mBERT	first	weighted_sum	case_noun	0.3564814814814814	0.3379629629629629
mBERT	first	weighted_sum	degree_adj	0.885	0.9104477611940298
mBERT	first	weighted_sum	degree_adj	0.88	0.9054726368159204
mBERT	first	weighted_sum	degree_adj	0.885	0.9004975124378108
mBERT	first	weighted_sum	mood_verb	0.615	0.615
mBERT	first	weighted_sum	mood_verb	0.6	0.655
mBERT	first	weighted_sum	mood_verb	0.59	0.6
mBERT	first	weighted_sum	number[psor]_noun	0.88	0.865
mBERT	first	weighted_sum	number[psor]_noun	0.875	0.855
mBERT	first	weighted_sum	number[psor]_noun	0.87	0.86
mBERT	first	weighted_sum	number_adj	0.91	0.855
mBERT	first	weighted_sum	number_adj	0.91	0.84
mBERT	first	weighted_sum	number_adj	0.91	0.865
mBERT	first	weighted_sum	number_noun	0.915	0.865
mBERT	first	weighted_sum	number_noun	0.895	0.835
mBERT	first	weighted_sum	number_noun	0.885	0.84
mBERT	first	weighted_sum	number_verb	0.825	0.77
mBERT	first	weighted_sum	number_verb	0.825	0.76
mBERT	first	weighted_sum	number_verb	0.825	0.77
mBERT	first	weighted_sum	person[psor]_noun	0.7611940298507462	0.7661691542288557
mBERT	first	weighted_sum	person[psor]_noun	0.7412935323383084	0.746268656716418
mBERT	first	weighted_sum	person[psor]_noun	0.7313432835820896	0.7363184079601991
mBERT	first	weighted_sum	person_verb	0.6766169154228856	0.6368159203980099
mBERT	first	weighted_sum	person_verb	0.6865671641791045	0.6268656716417911
mBERT	first	weighted_sum	person_verb	0.6865671641791045	0.6368159203980099
mBERT	first	weighted_sum	tense_verb	0.845	0.775
mBERT	first	weighted_sum	tense_verb	0.87	0.825
mBERT	first	weighted_sum	tense_verb	0.86	0.805
mBERT	first	weighted_sum	verbform_verb	0.92	0.945
mBERT	first	weighted_sum	verbform_verb	0.915	0.94
mBERT	first	weighted_sum	verbform_verb	0.91	0.95
mBERT	last	0	case_noun	0.925925925925926	0.9305555555555556
mBERT	last	0	case_noun	0.9444444444444444	0.925925925925926
mBERT	last	0	case_noun	0.9398148148148148	0.9212962962962964
mBERT	last	0	degree_adj	0.68	0.6865671641791045
mBERT	last	0	degree_adj	0.675	0.681592039800995
mBERT	last	0	degree_adj	0.685	0.6467661691542289
mBERT	last	0	mood_verb	0.66	0.62
mBERT	last	0	mood_verb	0.66	0.62
mBERT	last	0	mood_verb	0.655	0.655
mBERT	last	0	number[psor]_noun	0.92	0.875
mBERT	last	0	number[psor]_noun	0.91	0.89
mBERT	last	0	number[psor]_noun	0.915	0.885
mBERT	last	0	number_adj	0.96	0.955
mBERT	last	0	number_adj	0.955	0.955
mBERT	last	0	number_adj	0.96	0.96
mBERT	last	0	number_noun	0.85	0.795
mBERT	last	0	number_noun	0.87	0.845
mBERT	last	0	number_noun	0.865	0.815
mBERT	last	0	number_verb	0.965	0.925
mBERT	last	0	number_verb	0.965	0.935
mBERT	last	0	number_verb	0.96	0.93
mBERT	last	0	person[psor]_noun	0.8159203980099502	0.7213930348258707
mBERT	last	0	person[psor]_noun	0.7960199004975125	0.7164179104477612
mBERT	last	0	person[psor]_noun	0.7910447761194029	0.7363184079601991
mBERT	last	0	person_verb	0.8805970149253731	0.9054726368159204
mBERT	last	0	person_verb	0.8855721393034826	0.8905472636815921
mBERT	last	0	person_verb	0.8855721393034826	0.8955223880597015
mBERT	last	0	tense_verb	0.855	0.845
mBERT	last	0	tense_verb	0.865	0.855
mBERT	last	0	tense_verb	0.87	0.84
mBERT	last	0	verbform_verb	0.93	0.91
mBERT	last	0	verbform_verb	0.935	0.915
mBERT	last	0	verbform_verb	0.93	0.905
mBERT	last	1	case_noun	0.9675925925925926	0.9351851851851852
mBERT	last	1	case_noun	0.9583333333333334	0.9351851851851852
mBERT	last	1	case_noun	0.9537037037037036	0.949074074074074
mBERT	last	1	degree_adj	0.73	0.7661691542288557
mBERT	last	1	degree_adj	0.73	0.7860696517412935
mBERT	last	1	degree_adj	0.725	0.7711442786069652
mBERT	last	1	mood_verb	0.835	0.835
mBERT	last	1	mood_verb	0.84	0.84
mBERT	last	1	mood_verb	0.85	0.845
mBERT	last	1	number[psor]_noun	0.955	0.92
mBERT	last	1	number[psor]_noun	0.955	0.925
mBERT	last	1	number[psor]_noun	0.95	0.915
mBERT	last	1	number_adj	0.975	0.96
mBERT	last	1	number_adj	0.98	0.955
mBERT	last	1	number_adj	0.98	0.96
mBERT	last	1	number_noun	0.9	0.91
mBERT	last	1	number_noun	0.9	0.9
mBERT	last	1	number_noun	0.89	0.875
mBERT	last	1	number_verb	0.96	0.93
mBERT	last	1	number_verb	0.965	0.93
mBERT	last	1	number_verb	0.965	0.93
mBERT	last	1	person[psor]_noun	0.900497512437811	0.8955223880597015
mBERT	last	1	person[psor]_noun	0.9054726368159204	0.8805970149253731
mBERT	last	1	person[psor]_noun	0.8905472636815921	0.8905472636815921
mBERT	last	1	person_verb	0.9154228855721394	0.9004975124378108
mBERT	last	1	person_verb	0.9154228855721394	0.9054726368159204
mBERT	last	1	person_verb	0.9402985074626866	0.9154228855721394
mBERT	last	1	tense_verb	0.94	0.935
mBERT	last	1	tense_verb	0.93	0.915
mBERT	last	1	tense_verb	0.94	0.935
mBERT	last	1	verbform_verb	0.98	0.97
mBERT	last	1	verbform_verb	0.975	0.95
mBERT	last	1	verbform_verb	0.98	0.97
mBERT	last	10	case_noun	0.949074074074074	0.949074074074074
mBERT	last	10	case_noun	0.9537037037037036	0.9583333333333334
mBERT	last	10	case_noun	0.9537037037037036	0.9444444444444444
mBERT	last	10	degree_adj	0.935	0.9303482587064676
mBERT	last	10	degree_adj	0.94	0.9353233830845772
mBERT	last	10	degree_adj	0.94	0.9303482587064676
mBERT	last	10	mood_verb	0.85	0.84
mBERT	last	10	mood_verb	0.875	0.87
mBERT	last	10	mood_verb	0.885	0.875
mBERT	last	10	number[psor]_noun	0.98	0.925
mBERT	last	10	number[psor]_noun	0.98	0.92
mBERT	last	10	number[psor]_noun	0.975	0.92
mBERT	last	10	number_adj	0.995	0.975
mBERT	last	10	number_adj	0.995	0.98
mBERT	last	10	number_adj	0.995	0.975
mBERT	last	10	number_noun	0.935	0.955
mBERT	last	10	number_noun	0.94	0.935
mBERT	last	10	number_noun	0.935	0.955
mBERT	last	10	number_verb	0.96	0.94
mBERT	last	10	number_verb	0.965	0.94
mBERT	last	10	number_verb	0.955	0.95
mBERT	last	10	person[psor]_noun	0.9203980099502488	0.8905472636815921
mBERT	last	10	person[psor]_noun	0.9203980099502488	0.8955223880597015
mBERT	last	10	person[psor]_noun	0.9154228855721394	0.8805970149253731
mBERT	last	10	person_verb	0.900497512437811	0.9154228855721394
mBERT	last	10	person_verb	0.9154228855721394	0.8905472636815921
mBERT	last	10	person_verb	0.9104477611940298	0.8905472636815921
mBERT	last	10	tense_verb	0.95	0.93
mBERT	last	10	tense_verb	0.945	0.93
mBERT	last	10	tense_verb	0.95	0.93
mBERT	last	10	verbform_verb	0.975	0.975
mBERT	last	10	verbform_verb	0.97	0.97
mBERT	last	10	verbform_verb	0.97	0.975
mBERT	last	11	case_noun	0.9444444444444444	0.9583333333333334
mBERT	last	11	case_noun	0.949074074074074	0.9444444444444444
mBERT	last	11	case_noun	0.949074074074074	0.949074074074074
mBERT	last	11	degree_adj	0.93	0.9502487562189056
mBERT	last	11	degree_adj	0.925	0.9353233830845772
mBERT	last	11	degree_adj	0.93	0.9203980099502488
mBERT	last	11	mood_verb	0.885	0.865
mBERT	last	11	mood_verb	0.865	0.865
mBERT	last	11	mood_verb	0.865	0.85
mBERT	last	11	number[psor]_noun	0.98	0.905
mBERT	last	11	number[psor]_noun	0.98	0.91
mBERT	last	11	number[psor]_noun	0.98	0.905
mBERT	last	11	number_adj	0.995	0.98
mBERT	last	11	number_adj	0.995	0.985
mBERT	last	11	number_adj	0.995	0.985
mBERT	last	11	number_noun	0.96	0.95
mBERT	last	11	number_noun	0.955	0.96
mBERT	last	11	number_noun	0.96	0.955
mBERT	last	11	number_verb	0.96	0.935
mBERT	last	11	number_verb	0.965	0.95
mBERT	last	11	number_verb	0.96	0.94
mBERT	last	11	person[psor]_noun	0.9154228855721394	0.8656716417910447
mBERT	last	11	person[psor]_noun	0.9154228855721394	0.9004975124378108
mBERT	last	11	person[psor]_noun	0.9154228855721394	0.8606965174129353
mBERT	last	11	person_verb	0.9104477611940298	0.9203980099502488
mBERT	last	11	person_verb	0.9104477611940298	0.9004975124378108
mBERT	last	11	person_verb	0.9154228855721394	0.9203980099502488
mBERT	last	11	tense_verb	0.92	0.935
mBERT	last	11	tense_verb	0.925	0.92
mBERT	last	11	tense_verb	0.925	0.925
mBERT	last	11	verbform_verb	0.96	0.975
mBERT	last	11	verbform_verb	0.965	0.975
mBERT	last	11	verbform_verb	0.965	0.975
mBERT	last	12	case_noun	0.9629629629629628	0.9583333333333334
mBERT	last	12	case_noun	0.9583333333333334	0.9583333333333334
mBERT	last	12	case_noun	0.9583333333333334	0.9629629629629628
mBERT	last	12	degree_adj	0.92	0.9353233830845772
mBERT	last	12	degree_adj	0.92	0.9303482587064676
mBERT	last	12	degree_adj	0.92	0.9154228855721394
mBERT	last	12	mood_verb	0.88	0.82
mBERT	last	12	mood_verb	0.885	0.85
mBERT	last	12	mood_verb	0.885	0.82
mBERT	last	12	number[psor]_noun	0.98	0.915
mBERT	last	12	number[psor]_noun	0.98	0.91
mBERT	last	12	number[psor]_noun	0.98	0.925
mBERT	last	12	number_adj	0.995	0.97
mBERT	last	12	number_adj	0.99	0.97
mBERT	last	12	number_adj	0.99	0.965
mBERT	last	12	number_noun	0.94	0.935
mBERT	last	12	number_noun	0.94	0.94
mBERT	last	12	number_noun	0.945	0.935
mBERT	last	12	number_verb	0.965	0.935
mBERT	last	12	number_verb	0.965	0.945
mBERT	last	12	number_verb	0.965	0.935
mBERT	last	12	person[psor]_noun	0.9203980099502488	0.8756218905472637
